,Problem_num,accuracy,tr_code_concat,gen_code_concat,true_code_size,gen_code_size,num_stims_seen,stims_seen,passed_tests,failed_tests,tr_code_full,gen_code_full,log_probs,true_accuracy,encoded
35,4,0.6666666666666666,(color  ==  'red' or shape  ==  'square'),(color == 'red' or (not (color == 'blue')) or shape == 'square' or shape == 'triangle'),41,87,9,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}, {'shape': 'square', 'color': 'green'}, {'shape': 'triangle', 'color': 'green'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == True"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == True"", ""assert categorize('green', 'square') == True""]","[""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'triangle') == False""]",lambda x: (x['color'] == 'red' or x['shape'] == 'square'),"def categorize(color, shape):
	return (color == 'red' or (not (color == 'blue')) or shape == 'square' or shape == 'triangle')",-5.58695642992,9,0.0
36,5,0.6666666666666666,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' or shape == 'circle'),50,37,1,"[{'shape': 'circle', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]","[""assert categorize('red', 'square') == False"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('green', 'circle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' or shape == 'circle')",-4.4182792925,9,0.0
36,5,0.7777777777777778,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' or (color == 'blue' and shape == 'circle')),50,59,1,"[{'shape': 'circle', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]","[""assert categorize('red', 'square') == False"", ""assert categorize('blue', 'circle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' or (color == 'blue' and shape == 'circle'))",-10.02884203028,9,0.0
36,5,0.6666666666666666,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' or shape == 'circle'),50,37,1,"[{'shape': 'circle', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]","[""assert categorize('red', 'square') == False"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('green', 'circle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' or shape == 'circle')",-5.5954884148,9,0.0
36,5,0.2222222222222222,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' or color == 'blue' or color == 'green') and (shape == 'circle' or shape == 'square' or shape == 'triangle'),50,123,1,"[{'shape': 'circle', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'triangle') == True""]","[""assert categorize('red', 'square') == False"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' or color == 'blue' or color == 'green') and (shape == 'circle' or shape == 'square' or shape == 'triangle')",-17.6739050828,9,0.0
36,5,0.7777777777777778,(color  ==  'red' and (not (shape  ==  'square'))),not (color == 'blue' or shape == 'square'),50,42,1,"[{'shape': 'circle', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'square') == False""]","[""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'triangle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return not (color == 'blue' or shape == 'square')",-9.83295884918,9,0.0
37,5,0.4444444444444444,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'green' and shape == 'circle') or ((not (color == 'green')) and shape == 'square'),50,92,2,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}]","[""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'square') == False"", ""assert categorize('green', 'circle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'green' and shape == 'circle') or ((not (color == 'green')) and shape == 'square')",-7.7234371266999995,9,0.0
37,5,0.4444444444444444,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'green' and shape == 'circle') or ((not (color == 'green')) and shape == 'square'),50,92,2,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}]","[""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'square') == False"", ""assert categorize('green', 'circle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'green' and shape == 'circle') or ((not (color == 'green')) and shape == 'square')",-7.7279715291499995,9,0.0
37,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and not (shape == 'square')),50,44,2,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and not (shape == 'square'))",-5.081273828370001,9,0.0
37,5,0.7777777777777778,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and shape == 'circle') or (color == 'blue' and shape == 'triangle'),50,83,2,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]","[""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'triangle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and shape == 'circle') or (color == 'blue' and shape == 'triangle')",-7.2395756637,9,0.0
37,5,0.2222222222222222,(color  ==  'red' and (not (shape  ==  'square'))),(not (color == 'red' and shape == 'circle')) or (not (color == 'red' and shape == 'square')),50,92,2,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'triangle') == True""]","[""assert categorize('red', 'square') == False"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (not (color == 'red' and shape == 'circle')) or (not (color == 'red' and shape == 'square'))",-10.310715976870005,9,0.0
38,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and not (shape == 'square')),50,44,3,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and not (shape == 'square'))",-3.5458695425,9,0.0
38,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and not (shape == 'square')),50,44,3,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and not (shape == 'square'))",-3.5515166688999993,9,0.0
38,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and not (shape == 'square')),50,44,3,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and not (shape == 'square'))",-3.5515166688999993,9,0.0
38,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and not (shape == 'square')),50,44,3,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and not (shape == 'square'))",-3.55830515853,9,0.0
38,5,0.7777777777777778,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (not (shape == 'square')) or shape == 'triangle'),50,69,3,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False""]","[""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'triangle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (not (shape == 'square')) or shape == 'triangle')",-4.98552322712,9,0.0
39,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,4,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-4.067419600829998,9,0.0
39,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,4,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-4.07711951348,9,0.0
39,5,0.7777777777777778,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and not (shape == 'square')) or (color == 'blue' and not (shape == 'circle')),50,93,4,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]","[""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and not (shape == 'square')) or (color == 'blue' and not (shape == 'circle'))",-5.509616253999998,9,0.0
39,5,0.8888888888888888,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and not (shape == 'square')) or (color == 'blue' and shape == 'circle'),50,87,4,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]","[""assert categorize('blue', 'circle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and not (shape == 'square')) or (color == 'blue' and shape == 'circle')",-5.5999270604,9,0.0
39,5,0.5555555555555556,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and not (shape == 'square')) or (not (color == 'blue')),50,71,4,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False""]","[""assert categorize('red', 'square') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and not (shape == 'square')) or (not (color == 'blue'))",-5.421459662200001,9,0.0
40,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,5,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-3.473591717740001,9,0.0
40,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,5,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-3.4825257003000005,9,0.0
40,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,5,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-3.4836446150500007,9,0.0
40,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,5,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-3.4861000740500003,9,0.0
40,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,5,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-3.488344132429999,9,0.0
41,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,6,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-2.2660945843600007,9,0.0
41,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,6,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-2.268718949330001,9,0.0
41,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,6,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-2.2709543852,9,0.0
41,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,6,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-2.2724575259599997,9,0.0
41,5,0.5555555555555556,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')) or (not (color == 'blue')),50,90,6,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False""]","[""assert categorize('red', 'square') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle')) or (not (color == 'blue'))",-6.43992059902,9,0.0
42,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,7,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-2.8707960080999997,9,0.0
42,5,1.0,(color  ==  'red' and (not (shape  ==  'square'))),(color == 'red' and (shape == 'circle' or shape == 'triangle')),50,63,7,"[{'shape': 'circle', 'color': 'red'}, {'shape': 'square', 'color': 'red'}, {'shape': 'triangle', 'color': 'red'}, {'shape': 'circle', 'color': 'blue'}, {'shape': 'square', 'color': 'blue'}, {'shape': 'triangle', 'color': 'blue'}, {'shape': 'circle', 'color': 'green'}]","[""assert categorize('red', 'circle') == True"", ""assert categorize('red', 'square') == False"", ""assert categorize('red', 'triangle') == True"", ""assert categorize('blue', 'circle') == False"", ""assert categorize('blue', 'square') == False"", ""assert categorize('blue', 'triangle') == False"", ""assert categorize('green', 'circle') == False"", ""assert categorize('green', 'square') == False"", ""assert categorize('green', 'triangle') == False""]",[],lambda x: (x['color'] == 'red' and (not (x['shape'] == 'square'))),"def categorize(color, shape):
	return (color == 'red' and (shape == 'circle' or shape == 'triangle'))",-2.87315853512,9,0.0
